offeringService,shopCode,address_si,address_gu,address,shopName,latitude,longitude,count_address_gu
"['instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'self_cook']",V8C37,수원시,장안구,"경기 수원시 장안구 서부로2126번길9, 101,102(율전동 288-4, 성대프라자)",GS25수원성대점,126.9721592,37.29817377,74
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'delivery_service']",VW260,수원시,팔달구,경기 수원시 팔달구 세지로234번길4(인계동 820-6),GS25수원세지로점,127.02414638,37.27188761,77
"['cafe25', 'drug', 'post', 'withdrawal']",VN430,수원시,장안구,"경기 수원시 장안구 송원로86번길1 (조원1동 750-32, 참치일번가)",GS25수원송원로점,127.01024024,37.30230094,74
"['cafe25', 'instant', 'drug', 'post']",V5N82,수원시,장안구,경기 수원시 장안구 장안로116번길42 (정자동 39-1),GS25수원송정로점,127.00224285,37.29546665,74
"['toto', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V7P32,수원시,권선구,경기 수원시 권선구 수인로275(구운동 921-4),GS25수원수인점,126.97230172,37.28189246,100
"['instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V8C57,수원시,팔달구,"경기 수원시 팔달구 중부대로194 (인계동 164, 승원빌딩)",GS25수원스타점,127.03718915,37.2765359,77
"['toto', 'cafe25', 'drug', 'post', 'atm', 'withdrawal', 'tax', 'smart_atm']",V2419,수원시,팔달구,"경기 수원시 팔달구 경수대로446번길42,  101호(인계동 1031)",GS25수원시티점,127.02871903,37.26526617,77
"['drug', 'post', 'withdrawal']",V7G57,수원시,권선구,경기 수원시 권선구 세권로94번길1 (세류동 508-44),GS25수원신곡점,127.0146319,37.25789599,100
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'delivery_service']",V5988,수원시,영통구,"경기 수원시 영통구 영통로241번길12-6, 339-15 101(신동 340-13)",GS25수원신동점,127.05719503,37.24923163,101
"['cafe25', 'instant', 'drug', 'post']",VDY54,수원시,장안구,"경기 수원시 장안구 정자로41번길12, 상가동 101호 102호 (천천동 482, 신명아파트)",GS25수원신명점,126.98162723,37.30200412,74
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V5M48,수원시,권선구,경기 수원시 권선구 덕영대로1126번길49 (세류동 1139-21),GS25수원신흥점,127.01330424,37.24991929,100
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",VEN53,수원시,영통구,경기 수원시 영통구 동수원로537번길35-2(원천동 71-12),GS25수원아주점,127.04704722,37.27452514,101
"['instant', 'drug', 'post', 'atm', 'withdrawal']",VT372,수원시,권선구,"경기 수원시 권선구 동수원로177번길40, 800동 115호 (상가동 1364)",GS25수원에비뉴,127.03008434,37.24671488,100
"['drug', 'post']",V2F55,수원시,영통구,경기 수원시 영통구 영일로3 (영통1동 991-12),GS25수원영일점,127.07544724,37.24807797,101
"['cafe25', 'post', 'atm', 'withdrawal']",VEH75,수원시,영통구,"경기 수원시 영통구 영통로323번길45, 1층 (매탄동 510-9)",GS25수원영통로점,127.06040863,37.25459165,101
"['toto', 'cafe25', 'drug', 'post', 'atm', 'withdrawal', 'tax']",V7Y85,수원시,팔달구,경기 수원시 팔달구 효원로265번길20(인계동 1046-7),GS25수원영헌점,127.03129585,37.26301653,77
"['instant', 'drug', 'post', 'withdrawal']",V5Y69,수원시,장안구,"경기 수원시 장안구 장안로18번길1, 1층상가코너 (영화동 425-16)",GS25수원영화점,127.00645014,37.28686965,74
"['cafe25', 'instant', 'drug', 'post', 'withdrawal', 'delivery_service']",V3Y99,수원시,팔달구,경기 수원시 팔달구 효원로308번길58-9 (인계동 1134-4),GS25수원예술점,127.03381813,37.257964,77
"['cafe25', 'drug', 'post', 'withdrawal']",V8Y49,수원시,장안구,경기 수원시 장안구 경수대로1044번길9 (파장동 469-34),GS25수원용수점,126.9981026,37.30829012,74
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V7R34,수원시,팔달구,"경기 수원시 팔달구 팔달문로161, 1층(우만1동 530-24)",GS25수원우만점,127.0336867,37.2832475,77
"['cafe25', 'drug', 'post', 'withdrawal']",V8K94,수원시,영통구,경기 수원시 영통구 매탄로100번길17(매탄3동 1263-4),GS25수원우영점,127.04416982,37.25952581,101
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V8D49,수원시,장안구,"경기 수원시 장안구 송원로14번길52, 1층(송죽동 389-1)",GS25수원운동장점,127.00824305,37.29633707,74
"['cafe25', 'drug', 'post', 'withdrawal']",VDW97,수원시,장안구,경기 수원시 장안구 화산로231-10 (율전동 296-23),GS25수원율전중앙점,126.97112836,37.29932721,74
"['instant', 'drug', 'post']",VEA24,수원시,팔달구,"경기 수원시 팔달구 일월로22번길18, 102호(화서동 725-5, 리더스프라자)",GS25수원율현점,126.98101345,37.28562617,77
"['toto', 'cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'delivery_service']",V2817,수원시,영통구,"경기 수원시 영통구 봉영로1605,  2층 218호(영통2동 959-1, 모던타운)",GS25수원은마점,127.07345221,37.25451422,101
"['toto', 'cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'self_cook']",VI958,수원시,권선구,"경기 수원시 권선구 세권로304, 1층 (권선동 1286-2)",GS25수원은혜점,127.0370943,37.25210656,100
"['cafe25', 'instant', 'post', 'atm', 'withdrawal', 'smart_atm']",VM778,수원시,장안구,"경기 수원시 장안구 장안로422, 105,6호(이목동 241-6)",GS25수원이목점,126.98208582,37.31735345,74
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal']",V2943,수원시,권선구,경기 수원시 권선구 일월천로15번길5-2(구운동 901-2),GS25수원일월점,126.97255826,37.28375992,100
"['cafe25', 'drug', 'post', 'withdrawal']",VDJ64,수원시,영통구,"경기 수원시 영통구 동수원로316, 1층 118호,119호,120호  (매탄3동 1162, 임광아파트상가)",GS25수원임광점,127.03852822,37.25724542,101
"['cafe25', 'drug', 'post', 'withdrawal']",V8F59,수원시,팔달구,"경기 수원시 팔달구 고등로15, 상가 26호, 27호 (고등동 156-117, 수원역푸르지오자이)",GS25수원자이동문점,127.00148761,37.27409555,77
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V7Q47,수원시,팔달구,"경기 수원시 팔달구 경수대로443번길17, 1층 (인계동 996-9)",GS25수원장다리점,127.02498866,37.26602846,77
"['toto', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V2171,수원시,장안구,경기 수원시 장안구 경수대로1079(파장동 576),GS25수원장안점,126.99405278,37.30913882,74
"['instant', 'drug', 'post']",V5J36,수원시,장안구,"경기 수원시 장안구 대평로80, 정연메이저106,120호(정자3동 877-4)",GS25수원정연점,126.99358012,37.29551044,74
"['cafe25', 'instant', 'drug', 'post', 'withdrawal']",VDM65,수원시,장안구,경기 수원시 장안구 금당로61 (조원동 866-5),GS25수원조원원룸점,127.01738854,37.30167568,74
"['toto', 'cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V2832,수원시,장안구,경기 수원시 장안구 조원로111번길47(조원1동 759-14),GS25수원조원점,127.01264465,37.30043776,74
"['cafe25', 'instant', 'drug', 'post', 'withdrawal']",V2R28,수원시,팔달구,경기 수원시 팔달구 고등로71번길1 (고등동 55-24),GS25수원종은점,127.00475398,37.27351032,77
"['instant', 'post', 'withdrawal']",VER32,수원시,팔달구,"경기 수원시 팔달구 경수대로657-7, 1층 (지동 477-13, 샤인파크)",GS25수원지동점,127.02786129,37.28374946,77
"['cafe25', 'drug', 'post', 'atm', 'withdrawal']",VDT77,수원시,권선구,경기 수원시 권선구 수원천로5 (세류동 454-7),GS25수원천로점,127.00854975,37.25576369,100
"['drug', 'post', 'withdrawal']",VN070,수원시,영통구,"경기 수원시 영통구 반달로35번길19, 110,111호 (영통1동 1010-9, 대원빌딩)",GS25수원토란점,127.0762827,37.25166184,101
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",VQ805,수원시,팔달구,"경기 수원시 팔달구 덕영대로895번길41, 1층 (매산로1가 115-1)",GS25수원팅스점,127.000965,37.27012636,77
"['cafe25', 'withdrawal']",V6X27,수원시,장안구,"경기 수원시 장안구 파장로76번길11, 102호 (파장동 580-2)",GS25수원파장점,126.99259513,37.30678361,74
"['cafe25', 'post']",VEF89,수원시,장안구,"경기 수원시 장안구 대평로51번길56, 상가 1층 (정자동 882-5, 화서역파크뷰)",GS25수원파크뷰점,126.99050042,37.29217724,74
['drug'],VK949,수원시,팔달구,"경기 수원시 팔달구 향교로52,  105호(매산로2가 40-3, 대주파크빌)",GS25수원파크빌점,127.00643692,37.269001,77
"['cafe25', 'withdrawal']",VK832,수원시,권선구,경기 수원시 권선구 권선로699번길17(권선동 1017-7),GS25수원파크점,127.02789932,37.25974477,100
"['drug', 'post']",VEV88,수원시,팔달구,"경기 수원시 팔달구 정조로788, 1층 (팔달로2가 69-2)",GS25수원팔달문점,127.01698211,37.27829815,77
"['toto', 'cafe25', 'drug', 'post', 'withdrawal', 'self_cook']",VE247,수원시,영통구,"경기 수원시 영통구 삼성로274, 상가 150호(원천동 332-2, 팩토리월드제1층)",GS25수원팩토리점,127.06435313,37.26560721,101
"['cafe25', 'drug', 'post', 'withdrawal']",VDF94,수원시,장안구,경기 수원시 장안구 정자2동12-2번지,GS25수원팰리스점,127.00734909,37.29484278,74
"['cafe25', 'instant', 'post', 'withdrawal']",VDC79,수원시,권선구,"경기 수원시 권선구 평동로90, 1층 (평동 10-31)",GS25수원평동점,126.99428179,37.25888728,100
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'delivery_service']",VP571,수원시,팔달구,"경기 수원시 팔달구 권선로741번길27, 103호 (인계동 1132, 다우프리존)",GS25수원프리점,127.03250732,37.25908867,77
"['cafe25', 'instant', 'drug', 'post', 'withdrawal']",VDF26,수원시,권선구,"경기 수원시 권선구 곡반정로188, 단지내상가 104호, 103호일부 (곡반정동)",GS25수원하늘채가점,127.03533277,37.24527095,100
"['cafe25', 'drug', 'post']",V8K39,수원시,권선구,"경기 수원시 권선구 곡반정로158, 상가 104호 (곡반정동 0, 수원하늘채더퍼스트2단지)",GS25수원하늘채나점,127.03473092,37.24120211,100
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'delivery_service']",VE715,수원시,영통구,"경기 수원시 영통구 산남로55, 1층 (매탄4동 200-25)",GS25수원한국점,127.04878598,37.26806929,101
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V7C57,수원시,팔달구,"경기 수원시 팔달구 중부대로110,  103호(인계동 206, 한라씨그마팰리스)",GS25수원한라점,127.02869876,37.27737664,77
"['cafe25', 'instant', 'post', 'withdrawal']",V5C79,수원시,팔달구,"경기 수원시 팔달구 정조로834, 1층 일부 (북수동 363-1)",GS25수원행궁점,127.01666886,37.28244055,77
"['instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V9A34,수원시,팔달구,"경기 수원시 팔달구 화서문로48, 1층 (신풍동 42-1)",GS25수원행리단길점,127.01317111,37.28517777,77
"['cafe25', 'drug', 'withdrawal']",V2405,수원시,영통구,"경기 수원시 영통구 덕영대로1555번길13,  111호(영통2동 974-6, 세일빌딩)",GS25수원행복점,127.06076485,37.24678199,101
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal']",VG149,수원시,권선구,"경기 수원시 권선구 노림로15, 1층 gs25 (호매실동 404-4)",GS25수원호매실점,126.954246,37.26733501,100
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V5387,수원시,팔달구,"경기 수원시 팔달구 수성로157번길41-10, 1층(화서2동 677-5)",GS25수원화서점,126.98871954,37.28788189,77
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal']",VW054,수원시,팔달구,"경기 수원시 팔달구 수원천로357, 1층 좌측(북수동 271)",GS25수원화홍점,127.0174437,37.28529441,77
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'delivery_service']",VM506,수원시,영통구,경기 수원시 영통구 봉영로1761(영통1동 945-7),GS25수원황골점,127.08160612,37.26628296,101
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V7M56,수원시,영통구,"경기 수원시 영통구 덕영대로1462-14, 601동 105호 ,106호 (망포동 728, 힐스테이트영통아파트)",GS25수원힐스점,127.04863574,37.24146782,101
"['cafe25', 'drug', 'post', 'withdrawal', 'self_cook']",VEM85,수원시,팔달구,경기 수원시 팔달구 화양로66-3 (화서2동 270-9),GS25숙지공원점,126.99610141,37.284016,77
"['instant', 'post']",VED99,수원시,영통구,"경기 수원시 영통구 권선로908번길72, 상가 104호 (신동 939)",GS25신동래미안점,127.04308828,37.2460998,101
"['cafe25', 'instant', 'post', 'withdrawal']",V6Q64,수원시,영통구,"경기 수원시 영통구 권선로882번길65-25, 1층 (신동 934-13)",GS25신동빌리지점,127.04312925,37.24731661,101
"['cafe25', 'drug', 'post', 'withdrawal', 'delivery_service']",VK548,수원시,영통구,경기 수원시 영통구 신원로136번길12(신동 334-18),GS25신동삼성점,127.05563434,37.24874161,101
"['cafe25', 'drug', 'post', 'atm', 'withdrawal']",VG365,수원시,권선구,"경기 수원시 권선구 세류로51, 1층(세류1동 230-42)",GS25신세류점,127.00760891,37.26389265,100
"['cafe25', 'drug', 'atm', 'withdrawal', 'smart_atm']",VS857,수원시,권선구,"경기 수원시 권선구 효원로220번길17, 1층 104호 (권선동 1011-9)",GS25씨즈더원점,127.02578226,37.26218734,100
,VEX54,수원시,영통구,"경기 수원시 영통구 광교중앙로49번길46, 아주대장례식장, 1층 (원천동)",GS25아주대장례식장점,127.04543529,37.28341491,101
"['drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'delivery_service']",V3653,수원시,영통구,경기 수원시 영통구 아주로46(원천동 18-1),GS25아주대점,127.04419609,37.27885442,101
"['cafe25', 'drug', 'post', 'withdrawal']",VR692,수원시,영통구,"경기 수원시 영통구 월드컵로150번길20,  106호(원천동 576)",GS25아주프라자점,127.04985803,37.27786374,101
"['post', 'atm', 'withdrawal', 'smart_atm', 'self_cook']",V8Q28,수원시,영통구,"경기 수원시 영통구 대학4로17, 104호 (이의동 1248-3, 에이스광교타워)",GS25에이스광교점,127.04649412,37.30049004,101
"['toto', 'cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",VS027,수원시,장안구,"경기 수원시 장안구 창훈로8번길2, 1층 (연무동 245-49, 송원빌딩)",GS25연무스마일점,127.03104614,37.29305677,74
"['cafe25', 'drug', 'post', 'withdrawal']",V7J89,수원시,장안구,경기 수원시 장안구 창훈로52번길25 (연무동 56-24),GS25연무플라워점,127.03154479,37.29726892,74
"['cafe25', 'instant', 'drug', 'post', 'delivery_service']",VX225,수원시,영통구,"경기 수원시 영통구 봉영로1432-25, 101호 (망포동 707, 나상가동)",GS25영통뜨란채점,127.06530505,37.24240255,101
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'self_cook', 'delivery_service']",VEV36,수원시,영통구,"경기 수원시 영통구 청명남로12, 1층 (영통1동 1008-1)",GS25영통럭키점,127.07429473,37.25106962,101
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",VDT63,수원시,영통구,"경기 수원시 영통구 영통로112번길24, 1층 (망포동 540-15)",GS25영통망포점,127.05678048,37.239082,101
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'delivery_service']",VY574,수원시,영통구,"경기 수원시 영통구 매봉로51, 1층 (매탄동 1194-4)",GS25영통매봉점,127.05311548,37.27257341,101
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'delivery_service']",VEB27,수원시,영통구,경기 수원시 영통구 매여울로40번길20-1 (매탄동 196-32),GS25영통매여울점,127.04637945,37.27204176,101
"['drug', 'post', 'withdrawal', 'delivery_service']",VEV35,수원시,영통구,"경기 수원시 영통구 매탄로55-1, 1층 전부 (매탄동 1169-3)",GS25영통매현,127.04067166,37.25623557,101
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'self_cook', 'delivery_service']",VQ315,수원시,영통구,경기 수원시 영통구 봉영로1492번길50 (영통동 986-7),GS25영통미리내점,127.06816702,37.2452185,101
"['cafe25', 'instant', 'drug', 'post', 'withdrawal']",VDX33,수원시,영통구,"경기 수원시 영통구 영일로26, 1층 (영통동 1014-15)",GS25영통반달공원점,127.07693884,37.24962147,101
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'self_cook']",VW223,수원시,영통구,경기 수원시 영통구 영통로217번길21(영통2동 978-2),GS25영통방죽점,127.05578451,37.24664326,101
"['toto', 'cafe25', 'drug', 'post', 'withdrawal', 'self_cook']",VE259,수원시,영통구,"경기 수원시 영통구 청명남로50, 1층(영통1동 1038-1, 문원빌딩)",GS25영통번영점,127.07689911,37.25380225,101
"['cafe25', 'drug', 'post']",VEP82,수원시,영통구,"경기 수원시 영통구 광교호수공원로45, 상가 106호 (원천동 606)",GS25영통베르디움점,127.05677526,37.27295405,101
"['cafe25', 'instant', 'drug', 'post', 'delivery_service']",VN131,수원시,영통구,"경기 수원시 영통구 봉영로1744번길11,  110호(영통1동 1053-2, 벽산풍림아파트)",GS25영통벽산점,127.08401305,37.26583304,101
"['drug', 'post', 'withdrawal']",VO486,수원시,영통구,경기 수원시 영통구 동수원로514번길43-24 (매탄동 130-27),GS25영통산남점,127.04904397,37.27265792,101
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'delivery_service']",VW183,수원시,영통구,"경기 수원시 영통구 반달로35번길30, 105호/106호 (영통동 1012-1)",GS25영통아이파크점,127.07746432,37.25182424,101
"['cafe25', 'drug', 'post', 'withdrawal']",VT687,수원시,영통구,"경기 수원시 영통구 매영로345번길7, 102호 (영통동 961-6, 영통트리플렉스)",GS25영통역점,127.07089201,37.25278208,101
"['drug', 'post']",V7Q42,수원시,영통구,"경기 수원시 영통구 권광로260번길36, 제상가1동 제 102호  (매탄동 176, 현대힐스테이트아파트)",GS25영통으뜸점,127.0399992,37.27102603,101
"['cafe25', 'drug', 'post']",VN410,수원시,영통구,"경기 수원시 영통구 봉영로1517번길27, 102호 (영통2동 970-3, 벽적골9단지 제나상가동)",GS25영통제일점,127.0656448,37.24774872,101
"['cafe25', 'post']",V6Y92,수원시,영통구,경기 수원시 영통구 청명북로96-1 (영통동 1050-9),GS25영통청명점,127.0799928,37.25988168,101
"['cafe25', 'drug', 'post', 'withdrawal', 'smart_atm']",VW018,수원시,영통구,"경기 수원시 영통구 청명남로25, 104호 (영통동 998-7)",GS25영통클래시아점,127.07472949,37.25238861,101
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'delivery_service']",V2T57,수원시,영통구,"경기 수원시 영통구 덕영대로1400, 영통아이파크캐슬 2단지 상가동 3호 4호 (망포동 121-5)",GS25영통파크캐슬점,127.04325929,37.24327175,101
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'self_cook']",VE236,수원시,영통구,"경기 수원시 영통구 영통로525번길19, 1층(영통1동 950-1)",GS25영통프리미엄점,127.07629284,37.26560185,101
"['cafe25', 'instant', 'drug', 'post']",V6X85,수원시,영통구,"경기 수원시 영통구 신원로255-1, 1층 (매탄동 407-49)",GS25영통하우스점,127.06008172,37.25822046,101
"['toto', 'cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'self_cook']",V3F25,수원시,영통구,"경기 수원시 영통구 영일로6번길43, 1층(영통1동 1021-7, 이레빌딩)",GS25영통학사점,127.07818319,37.24833359,101
"['cafe25', 'drug', 'post', 'withdrawal']",V7X88,수원시,영통구,"경기 수원시 영통구 동탄원천로915번길36, 상가 1층 106호, 106-1호 (매탄동 1277)",GS25영통한아름점,127.04477885,37.25682745,101
"['toto', 'cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'delivery_service']",VX570,수원시,영통구,경기 수원시 영통구 청명로21번길15(영통1동 1013-16),GS25영통해광점,127.07906621,37.24987232,101
"['cafe25', 'drug', 'post']",VEC27,수원시,영통구,"경기 수원시 영통구 덕영대로1462-14, 602동 105호 (망포동 728, 힐스테이트영통)",GS25영통힐스점,127.05067727,37.24404332,101
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal']",V8C72,수원시,장안구,경기 수원시 장안구 영화로13번길1 (영화동 437-7),GS25영화골든점,127.00991623,37.28829538,74
"['cafe25', 'instant', 'drug', 'post', 'withdrawal', 'smart_atm']",VX475,수원시,장안구,경기 수원시 장안구 수성로290번길31 (영화동 405-1),GS25영화중앙점,127.00511647,37.28966082,74
"['cafe25', 'drug', 'post']",VEA89,수원시,장안구,경기 수원시 장안구 수성로328번길38 (영화동 410-11),GS25영화파크점,127.00900593,37.29063058,74
"['cafe25', 'post']",V8N39,수원시,권선구,경기 수원시 권선구 서수원로183번길32 (오목천동 527-36),GS25오목천영신점,126.96749206,37.24350039,100
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal']",V7G36,수원시,권선구,"경기 수원시 권선구 서수원로99, 상가동 208,209 (오목천동 1180, 수원권선꿈에그린아파트)",GS25오목천한화점,126.97331388,37.23641438,100
"['cafe25', 'instant', 'drug', 'post', 'withdrawal']",V6P32,수원시,권선구,경기 수원시 권선구 온정로9번길33 (오목천동 327-6),GS25오목천힐스점,126.96368245,37.24679212,100
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",VK496,수원시,팔달구,경기 수원시 팔달구 창룡대로150번길38(우만1동 587-21),GS25우만1동점,127.0274802,37.28970252,77
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V2Q76,수원시,팔달구,"경기 수원시 팔달구 중부대로223번길71-7, 1층 및 지하 1층 (우만동 47-4)",GS25우만빌리지점,127.04079618,37.27930449,77
"['cafe25', 'instant', 'drug', 'post', 'withdrawal']",V3S55,수원시,팔달구,경기 수원시 팔달구 경수대로692번길40 (우만동 485-3),GS25우만센트럴점,127.02890238,37.28785795,77
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V8B77,수원시,팔달구,"경기 수원시 팔달구 경수대로656번길63, 1층 (우만동 503-17)",GS25우만싱싱점,127.03151323,37.28565366,77
"['instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'delivery_service']",VT543,수원시,팔달구,"경기 수원시 팔달구 아주로39번길22, 1층 (우만동 57-2)",GS25우만아주로점,127.042453,37.27847989,77
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",VF404,수원시,팔달구,"경기 수원시 팔달구 권광로340번길79,  G동 101호(우만2동 89-26, 골든파크)",GS25우만파크점,127.04234749,37.2761272,77
"['cafe25', 'drug', 'post', 'withdrawal']",V2F73,수원시,영통구,경기 수원시 영통구 삼성로267번길28 (원천동 253-5),GS25원천베스트점,127.06241098,37.26675426,101
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",VM672,수원시,영통구,경기 수원시 영통구 중부대로448번길29(원천동 224-3),GS25원천삼성점,127.06296952,37.26808329,101
"['drug', 'post', 'withdrawal', 'delivery_service']",VG231,수원시,영통구,경기 수원시 영통구 월드컵로193번길74(원천동 28-1),GS25원천아주점,127.04468388,37.27594783,101
"['cafe25', 'drug', 'post', 'atm', 'withdrawal']",V7B99,수원시,영통구,경기 수원시 영통구 신원로294번길40-6 (원천동 353-18),GS25원천원룸점,127.06217208,37.26056186,101
"['drug', 'post', 'withdrawal']",VO444,수원시,영통구,경기 수원시 영통구 삼성로277번길12-25 (원천동 325-1),GS25원천제일점,127.06523629,37.26712803,101
"['cafe25', 'instant', 'drug', 'post', 'withdrawal']",VY863,수원시,영통구,경기 수원시 영통구 매영로199번길35 (원천동 337-14),GS25원천타운점,127.064549,37.26435624,101
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V5B69,수원시,팔달구,"경기 수원시 팔달구 향교로1번길8, 111호 (매산로1가 16-12, 위더뷰오피스텔)",GS25위더뷰중앙점,127.00136465,37.26803921,77
"['cafe25', 'instant', 'drug', 'post', 'withdrawal']",VS391,수원시,장안구,"경기 수원시 장안구 천천동삼성래미안아파트 상가동 105,106호",GS25율전래미안점,126.97628455,37.29755174,74
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",VP208,수원시,장안구,"경기 수원시 장안구 덕영대로417번길80, 1층 (율전동 142-9, 서희건설)",GS25율전상률점,126.9683792,37.30406098,74
"['drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V8W78,수원시,장안구,경기 수원시 장안구 서부로2105번길29(율전동 408-16),GS25율전성대점,126.96853502,37.29678161,74
"['cafe25', 'drug', 'post', 'withdrawal']",VDV93,수원시,장안구,"경기 수원시 장안구 화산로263, 단지상가 102호,103호,107호 (율전동 319)",GS25율전신일점,126.96698426,37.29966055,74
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",VO347,수원시,장안구,"경기 수원시 장안구 덕영대로439번길13-4, 1층 (율전동 228)",GS25율전제일점,126.97107549,37.30155242,74
"['cafe25', 'instant', 'drug', 'post', 'withdrawal']",VET49,수원시,장안구,경기 수원시 장안구 율전로101번길52 (율전동 359),GS25율전탑점,126.96608109,37.29889576,74
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm']",V2K89,수원시,팔달구,경기 수원시 팔달구 인계동939-11번지,GS25인계골드점,127.03128743,37.27687522,77
"['cafe25', 'drug', 'post', 'withdrawal']",VL881,수원시,팔달구,경기 수원시 팔달구 장다리로306번길37(인계동 313-7),GS25인계공원점,127.03051723,37.27362499,77
"['cafe25', 'post', 'atm', 'withdrawal', 'smart_atm']",V8C55,수원시,팔달구,경기 수원시 팔달구 인계로126 (인계동 1036),GS25인계드라마점,127.03128681,37.26724257,77
"['instant', 'drug', 'post', 'atm', 'withdrawal']",VX206,수원시,팔달구,"경기 수원시 팔달구 인계로140, 105호,106호 (인계동 1037)",GS25인계리슈빌점,127.03281484,37.26677749,77
"['cafe25', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'delivery_service']",VF119,수원시,팔달구,경기 수원시 팔달구 경수대로479번길19(인계동 967),GS25인계복개천점,127.02610966,37.26915546,77
"['cafe25', 'instant', 'drug', 'post', 'withdrawal']",V4W59,수원시,팔달구,"경기 수원시 팔달구 권광로196번길21, 1층 (인계동 1115-19)",GS25인계브라운도트점,127.03453093,37.26482712,77
"['cafe25', 'instant', 'drug', 'post', 'atm', 'withdrawal', 'smart_atm', 'delivery_service']",V4J24,수원시,팔달구,"경기 수원시 팔달구 권광로180번길24, 1층 (인계동 1123-24)",GS25인계센트럴점,127.03387561,37.26317277,77
"['cafe25', 'drug', 'post', 'withdrawal']",V6M72,수원시,팔달구,"경기 수원시 팔달구 권광로196번길57, 104호 (인계동 1116-5)",GS25인계아르누보점,127.0364638,37.26443737,77
"['cafe25', 'drug', 'post', 'withdrawal', 'delivery_service']",VW998,수원시,팔달구,"경기 수원시 팔달구 경수대로466번길33, 105호 (인계동 1019-6)",GS25인계엘리시아점,127.0290527,37.26737745,77
